agent,contrainte,semaine,value,poids
9,38,9,0,20
9,38,10,0,20
9,38,11,0,20
9,38,12,0,20
9,39,1,0,20
9,39,2,0,20
9,39,3,0,20
9,39,4,0,20
9,39,5,0,20
9,39,6,0,20
9,39,7,0,20
9,39,8,0,20
9,39,9,0,20
9,39,10,0,20
9,39,11,0,20
9,39,12,0,20
10,4,1,0,150
10,4,2,0,150
10,4,3,0,150
10,4,4,0,150
10,4,5,0,150
10,4,6,0,150
10,4,7,0,150
10,4,8,0,150
10,4,9,0,150
10,4,10,0,150
10,4,11,0,150
10,4,12,0,150
10,5,1,0,150
10,5,2,0,150
10,5,3,0,150
10,5,4,0,150
10,5,5,0,150
10,5,6,0,150
10,5,7,0,150
10,5,8,0,150
10,5,9,0,150
10,5,10,0,150
10,5,11,0,150
10,5,12,0,150
10,6,1,0,150
10,6,2,0,150
10,6,3,0,150
10,6,4,0,150
10,6,5,0,150
10,6,6,0,150
10,6,7,0,150
10,6,8,0,150
10,6,9,0,150
10,6,10,0,150
10,6,11,0,150
10,6,12,0,150
10,7,1,0,150
10,7,2,0,150
10,7,3,0,150
10,7,4,0,150
10,7,5,0,150
10,7,6,0,150
10,7,7,0,150
10,7,8,0,150
10,7,9,0,150
10,7,10,0,150
10,7,11,0,150
10,7,12,0,150
10,8,1,0,150
10,8,2,0,150
10,8,3,0,150
10,8,4,0,150
10,8,5,0,150
10,8,6,0,150
10,8,7,0,150
10,8,8,0,150
10,8,9,0,150
10,8,10,0,150
10,8,11,0,150
10,8,12,0,150
10,9,1,0,150
10,9,2,0,150
10,9,3,0,150
10,9,4,0,150
10,9,5,0,150
10,9,6,0,150
10,9,7,0,150
10,9,8,0,150
10,9,9,0,150
10,9,10,0,150
10,9,11,0,150
10,9,12,0,150
10,16,1,0,170
10,16,2,0,170
10,16,3,0,170
10,16,4,0,170
10,16,5,0,170
10,16,6,0,170
10,16,7,0,170
10,16,8,0,170
10,16,9,0,170
10,16,10,0,170
10,16,11,0,170
10,16,12,0,170
10,17,1,0,170
10,17,2,0,170
10,17,3,0,170
10,17,4,0,170
10,17,5,0,170
10,17,6,0,170
10,17,7,0,170
10,17,8,0,170
10,17,9,0,170
10,17,10,0,170
10,17,11,0,170
10,17,12,0,170
10,22,1,0,20
10,22,2,0,20
10,22,3,0,20
10,22,4,0,20
10,22,5,0,20
10,22,6,0,20
10,22,7,0,20
10,22,8,0,20
10,22,9,0,20
10,22,10,0,20
10,22,11,0,20
10,22,12,0,20
10,23,1,0,20
10,23,2,0,20
10,23,3,0,20
10,23,4,0,20
10,23,5,0,20
10,23,6,0,20
10,23,7,0,20
10,23,8,0,20
10,23,9,0,20
10,23,10,0,20
10,23,11,0,20
10,23,12,0,20
10,24,1,0,20
10,24,2,0,20
10,24,3,0,20
10,24,4,0,20
10,24,5,0,20
10,24,6,0,20
10,24,7,0,20
10,24,8,0,20
10,24,9,0,20
10,24,10,0,20
10,24,11,0,20
10,24,12,0,20
10,25,1,0,20
10,25,2,0,20
10,25,3,0,20
10,25,4,0,20
10,25,5,0,20
10,25,6,0,20
10,25,7,0,20
10,25,8,0,20
10,25,9,0,20
10,25,10,0,20
10,25,11,0,20
10,25,12,0,20
10,26,1,0,20
10,26,2,0,20
10,26,3,0,20
10,26,4,0,20
10,26,5,0,20
10,26,6,0,20
10,26,7,0,20
10,26,8,0,20
10,26,9,0,20
10,26,10,0,20
10,26,11,0,20
10,26,12,0,20
10,27,1,0,20
10,27,2,0,20
10,27,3,0,20
10,27,4,0,20
10,27,5,0,20
10,27,6,0,20
10,27,7,0,20
10,27,8,0,20
10,27,9,0,20
10,27,10,0,20
10,27,11,0,20
10,27,12,0,20
10,28,1,0,20
10,28,2,0,20
10,28,3,0,20
10,28,4,0,20
10,28,5,0,20
10,28,6,0,20
10,28,7,0,20
10,28,8,0,20
10,28,9,0,20
10,28,10,0,20
10,28,11,0,20
10,28,12,0,20
10,29,1,0,20
10,29,2,0,20
10,29,3,0,20
10,29,4,0,20
10,29,5,0,20
10,29,6,0,20
10,29,7,0,20
10,29,8,0,20
10,29,9,0,20
10,29,10,0,20
10,29,11,0,20
10,29,12,0,20
10,30,1,0,20
10,30,2,0,20
10,30,3,0,20
10,30,4,0,20
10,30,5,0,20
10,30,6,0,20
10,30,7,0,20
10,30,8,0,20
10,30,9,0,20
10,30,10,0,20
10,30,11,0,20
10,30,12,0,20
10,31,1,0,20
10,31,2,0,20
10,31,3,0,20
10,31,4,0,20
10,31,5,0,20
10,31,6,0,20
10,31,7,0,20
10,31,8,0,20
10,31,9,0,20
10,31,10,0,20
10,31,11,0,20
10,31,12,0,20
10,32,1,0,20
10,32,2,0,20
10,32,3,0,20
10,32,4,1,20
10,32,5,0,20
10,32,6,0,20
10,32,7,0,20
10,32,8,0,20
10,32,9,0,20
10,32,10,0,20
10,32,11,0,20
10,32,12,0,20
10,33,1,0,20
10,33,2,0,20
10,33,3,0,20
10,33,4,0,20
10,33,5,0,20
10,33,6,0,20
10,33,7,0,20
10,33,8,0,20
10,33,9,0,20
10,33,10,0,20
10,33,11,0,20
10,33,12,0,20
10,34,1,0,20
10,34,2,0,20
10,34,3,0,20
10,34,4,0,20
10,34,5,0,20
10,34,6,0,20
10,34,7,0,20
10,34,8,0,20
10,34,9,0,20
10,34,10,0,20
10,34,11,0,20
10,34,12,0,20
10,35,1,0,20
10,35,2,0,20
10,35,3,0,20
10,35,4,0,20
10,35,5,0,20
10,35,6,0,20
10,35,7,0,20
10,35,8,0,20
10,35,9,0,20
10,35,10,0,20
10,35,11,0,20
10,35,12,0,20
10,36,1,0,20
10,36,2,0,20
10,36,3,0,20
10,36,4,0,20
10,36,5,0,20
10,36,6,0,20
10,36,7,0,20
10,36,8,0,20
10,36,9,0,20
10,36,10,0,20
10,36,11,0,20
10,36,12,0,20
10,37,1,0,20
10,37,2,0,20
10,37,3,0,20
10,37,4,0,20
10,37,5,0,20
10,37,6,0,20
10,37,7,0,20
10,37,8,0,20
10,37,9,0,20
10,37,10,0,20
10,37,11,0,20
10,37,12,0,20
10,38,1,0,20
10,38,2,0,20
10,38,3,0,20
10,38,4,0,20
10,38,5,0,20
10,38,6,0,20
10,38,7,0,20
10,38,8,0,20
10,38,9,0,20
10,38,10,0,20
10,38,11,0,20
10,38,12,0,20
10,39,1,0,20
10,39,2,0,20
10,39,3,0,20
10,39,4,0,20
10,39,5,0,20
10,39,6,0,20
10,39,7,0,20
10,39,8,0,20
10,39,9,0,20
10,39,10,0,20
10,39,11,0,20
10,39,12,0,20
11,4,1,0,150
11,4,2,0,150
11,4,3,0,150
11,4,4,0,150
11,4,5,0,150
11,4,6,0,150
11,4,7,0,150
11,4,8,0,150
11,4,9,0,150
11,4,10,0,150
11,4,11,0,150
11,4,12,0,150
11,5,1,0,150
11,5,2,0,150
11,5,3,0,150
11,5,4,0,150
11,5,5,0,150
11,5,6,0,150
11,5,7,0,150
11,5,8,0,150
11,5,9,0,150
11,5,10,0,150
11,5,11,0,150
11,5,12,0,150
11,6,1,0,150
11,6,2,0,150
11,6,3,0,150
11,6,4,0,150
11,6,5,0,150
11,6,6,0,150
11,6,7,0,150
11,6,8,0,150
11,6,9,0,150
11,6,10,0,150
11,6,11,0,150
11,6,12,0,150
11,7,1,0,150
11,7,2,0,150
11,7,3,0,150
11,7,4,0,150
11,7,5,0,150
11,7,6,0,150
11,7,7,0,150
11,7,8,0,150
11,7,9,0,150
11,7,10,0,150
11,7,11,0,150
11,7,12,0,150
11,8,1,0,150
11,8,2,0,150
11,8,3,0,150
11,8,4,0,150
11,8,5,0,150
11,8,6,0,150
11,8,7,0,150
11,8,8,0,150
11,8,9,0,150
11,8,10,0,150
11,8,11,0,150
11,8,12,0,150
11,9,1,0,150
11,9,2,0,150
11,9,3,0,150
11,9,4,0,150
11,9,5,0,150
11,9,6,0,150
11,9,7,0,150
11,9,8,0,150
11,9,9,0,150
11,9,10,0,150
11,9,11,0,150
11,9,12,0,150
11,16,1,0,170
11,16,2,0,170
11,16,3,0,170
11,16,4,0,170
11,16,5,0,170
11,16,6,0,170
11,16,7,0,170
11,16,8,0,170
11,16,9,0,170
11,16,10,0,170
11,16,11,0,170
11,16,12,0,170
11,17,1,0,170
11,17,2,0,170
11,17,3,0,170
11,17,4,0,170
11,17,5,0,170
11,17,6,0,170
11,17,7,0,170
11,17,8,0,170
11,17,9,0,170
11,17,10,0,170
11,17,11,0,170
11,17,12,0,170
11,22,1,0,20
11,22,2,0,20
11,22,3,0,20
11,22,4,0,20
11,22,5,0,20
11,22,6,0,20
11,22,7,0,20
11,22,8,0,20
11,22,9,0,20
11,22,10,0,20
11,22,11,0,20
11,22,12,0,20
11,23,1,0,20
11,23,2,0,20
11,23,3,0,20
11,23,4,0,20
11,23,5,0,20
11,23,6,0,20
11,23,7,0,20
11,23,8,0,20
11,23,9,0,20
11,23,10,0,20
11,23,11,0,20
11,23,12,0,20
11,24,1,0,20
11,24,2,0,20
11,24,3,0,20
11,24,4,0,20
11,24,5,0,20
11,24,6,0,20
11,24,7,0,20
11,24,8,0,20
11,24,9,0,20
11,24,10,0,20
11,24,11,0,20
11,24,12,0,20
11,25,1,0,20
11,25,2,0,20
11,25,3,0,20
11,25,4,0,20
11,25,5,0,20
11,25,6,0,20
11,25,7,0,20
11,25,8,0,20
11,25,9,0,20
11,25,10,0,20
11,25,11,0,20
11,25,12,0,20
11,26,1,0,20
11,26,2,0,20
11,26,3,0,20
11,26,4,0,20
11,26,5,0,20
11,26,6,0,20
11,26,7,0,20
11,26,8,0,20
11,26,9,0,20
11,26,10,0,20
11,26,11,0,20
11,26,12,0,20
11,27,1,0,20
11,27,2,0,20
11,27,3,0,20
11,27,4,0,20
11,27,5,0,20
11,27,6,0,20
11,27,7,0,20
11,27,8,0,20
11,27,9,0,20
11,27,10,0,20
11,27,11,0,20
11,27,12,0,20
11,28,1,0,20
11,28,2,0,20
11,28,3,0,20
11,28,4,0,20
11,28,5,0,20
11,28,6,0,20
11,28,7,0,20
11,28,8,0,20
11,28,9,0,20
11,28,10,0,20
11,28,11,0,20
11,28,12,0,20
11,29,1,0,20
11,29,2,0,20
11,29,3,0,20
11,29,4,0,20
11,29,5,0,20
11,29,6,0,20
11,29,7,0,20
11,29,8,0,20
11,29,9,0,20
11,29,10,0,20
11,29,11,0,20
11,29,12,0,20
11,30,1,0,20
11,30,2,0,20
11,30,3,0,20
11,30,4,0,20
11,30,5,0,20
11,30,6,0,20
11,30,7,0,20
11,30,8,0,20
11,30,9,0,20
11,30,10,0,20
11,30,11,0,20
11,30,12,0,20
11,31,1,0,20
11,31,2,0,20
11,31,3,0,20
11,31,4,0,20
11,31,5,0,20
11,31,6,0,20
11,31,7,0,20
11,31,8,0,20
11,31,9,0,20
11,31,10,0,20
11,31,11,0,20
11,31,12,0,20
11,32,1,0,20
11,32,2,0,20
11,32,3,0,20
11,32,4,0,20
11,32,5,0,20
11,32,6,0,20
11,32,7,0,20
11,32,8,0,20
11,32,9,0,20
11,32,10,0,20
11,32,11,0,20
11,32,12,0,20
11,33,1,0,20
11,33,2,0,20
11,33,3,0,20
11,33,4,0,20
11,33,5,0,20
11,33,6,0,20
11,33,7,0,20
11,33,8,0,20
11,33,9,0,20
11,33,10,0,20
11,33,11,0,20
11,33,12,0,20
11,34,1,0,20
11,34,2,0,20
11,34,3,0,20
11,34,4,0,20
11,34,5,0,20
11,34,6,0,20
11,34,7,0,20
11,34,8,0,20
11,34,9,0,20
11,34,10,0,20
11,34,11,0,20
11,34,12,0,20
11,35,1,0,20
11,35,2,0,20
11,35,3,0,20
11,35,4,0,20
11,35,5,0,20
11,35,6,0,20
11,35,7,0,20
11,35,8,0,20
11,35,9,0,20
11,35,10,0,20
11,35,11,0,20
11,35,12,0,20
11,36,1,0,20
11,36,2,0,20
11,36,3,0,20
11,36,4,0,20
11,36,5,0,20
11,36,6,0,20
11,36,7,0,20
11,36,8,0,20
11,36,9,0,20
11,36,10,0,20
11,36,11,0,20
11,36,12,0,20
11,37,1,0,20
11,37,2,0,20
11,37,3,0,20
11,37,4,0,20
11,37,5,0,20
11,37,6,0,20
11,37,7,0,20
11,37,8,0,20
11,37,9,0,20
11,37,10,0,20
11,37,11,0,20
11,37,12,0,20
11,38,1,0,20
11,38,2,0,20
11,38,3,0,20
11,38,4,0,20
11,38,5,0,20
11,38,6,0,20
11,38,7,0,20
11,38,8,0,20
11,38,9,0,20
11,38,10,0,20
11,38,11,0,20
11,38,12,0,20
11,39,1,0,20
11,39,2,0,20
11,39,3,0,20
11,39,4,0,20
11,39,5,0,20
11,39,6,0,20
11,39,7,0,20
11,39,8,0,20
11,39,9,0,20
11,39,10,0,20
11,39,11,0,20
11,39,12,0,20
12,4,1,0,150
12,4,2,0,150
12,4,3,0,150
12,4,4,0,150
12,4,5,0,150
12,4,6,0,150
12,4,7,0,150
12,4,8,0,150
12,4,9,0,150
12,4,10,0,150
12,4,11,0,150
12,4,12,0,150
12,5,1,0,150
12,5,2,0,150
12,5,3,0,150
12,5,4,0,150
12,5,5,0,150
12,5,6,0,150
12,5,7,0,150
12,5,8,0,150
12,5,9,0,150
12,5,10,0,150
12,5,11,0,150
12,5,12,0,150
12,6,1,0,150
12,6,2,0,150
12,6,3,0,150
12,6,4,0,150
12,6,5,0,150
12,6,6,0,150
12,6,7,0,150
12,6,8,0,150
12,6,9,0,150
12,6,10,0,150
12,6,11,0,150
12,6,12,0,150
12,7,1,0,150
12,7,2,0,150
12,7,3,0,150
12,7,4,0,150
12,7,5,0,150
12,7,6,0,150
12,7,7,0,150
12,7,8,0,150
12,7,9,0,150
12,7,10,0,150
12,7,11,0,150
12,7,12,0,150
12,8,1,0,150
12,8,2,0,150
12,8,3,0,150
12,8,4,0,150
12,8,5,0,150
12,8,6,0,150
12,8,7,0,150
12,8,8,0,150
12,8,9,0,150
12,8,10,0,150
12,8,11,0,150
12,8,12,0,150
12,9,1,0,150
12,9,2,0,150
12,9,3,0,150
12,9,4,0,150
12,9,5,0,150
12,9,6,0,150
12,9,7,0,150
12,9,8,0,150
12,9,9,0,150
12,9,10,0,150
12,9,11,0,150
12,9,12,0,150
12,16,1,0,170
12,16,2,0,170
12,16,3,0,170
12,16,4,0,170
12,16,5,0,170
12,16,6,0,170
12,16,7,0,170
12,16,8,0,170
12,16,9,0,170
12,16,10,0,170
12,16,11,0,170
12,16,12,0,170
12,17,1,0,170
12,17,2,0,170
12,17,3,0,170
12,17,4,0,170
12,17,5,0,170
12,17,6,0,170
12,17,7,0,170
12,17,8,0,170
12,17,9,0,170
12,17,10,0,170
12,17,11,0,170
12,17,12,0,170
12,22,1,0,20
12,22,2,0,20
12,22,3,0,20
12,22,4,0,20
12,22,5,0,20
12,22,6,0,20
12,22,7,0,20
12,22,8,0,20
12,22,9,0,20
12,22,10,0,20
12,22,11,0,20
12,22,12,0,20
12,23,1,0,20
12,23,2,0,20
12,23,3,0,20
12,23,4,0,20
12,23,5,0,20
12,23,6,0,20
12,23,7,0,20
12,23,8,0,20
12,23,9,0,20
12,23,10,0,20
12,23,11,0,20
12,23,12,0,20
12,24,1,0,20
12,24,2,0,20
12,24,3,0,20
12,24,4,0,20
12,24,5,0,20
12,24,6,0,20
12,24,7,0,20
12,24,8,0,20
12,24,9,0,20
12,24,10,0,20
12,24,11,0,20
12,24,12,0,20
12,25,1,0,20
12,25,2,0,20
12,25,3,0,20
12,25,4,0,20
12,25,5,0,20
12,25,6,0,20
12,25,7,0,20
12,25,8,0,20
12,25,9,0,20
12,25,10,0,20
12,25,11,0,20
12,25,12,0,20
12,26,1,0,20
12,26,2,0,20
12,26,3,0,20
12,26,4,0,20
12,26,5,0,20
12,26,6,0,20
12,26,7,0,20
12,26,8,0,20
12,26,9,0,20
12,26,10,0,20
12,26,11,0,20
12,26,12,0,20
12,27,1,0,20
12,27,2,0,20
12,27,3,0,20
12,27,4,0,20
12,27,5,0,20
12,27,6,0,20
12,27,7,0,20
12,27,8,0,20
12,27,9,0,20
12,27,10,0,20
12,27,11,0,20
12,27,12,0,20
12,28,1,0,20
12,28,2,0,20
12,28,3,0,20
12,28,4,0,20
12,28,5,0,20
12,28,6,0,20
12,28,7,0,20
12,28,8,0,20
12,28,9,0,20
12,28,10,0,20
12,28,11,0,20
12,28,12,0,20
12,29,1,0,20
12,29,2,0,20
12,29,3,0,20
12,29,4,0,20
12,29,5,0,20
12,29,6,0,20
12,29,7,0,20
12,29,8,0,20
12,29,9,0,20
12,29,10,0,20
12,29,11,0,20
12,29,12,0,20
12,30,1,0,20
12,30,2,0,20
12,30,3,0,20
12,30,4,0,20
12,30,5,0,20
12,30,6,0,20
12,30,7,0,20
12,30,8,0,20
12,30,9,0,20
12,30,10,0,20
12,30,11,0,20
12,30,12,0,20
12,31,1,0,20
12,31,2,0,20
12,31,3,0,20
12,31,4,0,20
12,31,5,0,20
12,31,6,0,20
12,31,7,0,20
12,31,8,0,20
12,31,9,0,20
12,31,10,0,20
12,31,11,0,20
12,31,12,0,20
12,32,1,0,20
12,32,2,0,20
12,32,3,0,20
12,32,4,0,20
12,32,5,0,20
12,32,6,0,20
12,32,7,0,20
12,32,8,0,20
12,32,9,0,20
12,32,10,0,20
12,32,11,0,20
12,32,12,0,20
12,33,1,0,20
12,33,2,0,20
12,33,3,0,20
12,33,4,0,20
12,33,5,0,20
12,33,6,0,20
12,33,7,0,20
12,33,8,0,20
12,33,9,0,20
12,33,10,0,20
12,33,11,0,20
12,33,12,0,20
12,34,1,0,20
12,34,2,0,20
12,34,3,0,20
12,34,4,0,20
12,34,5,0,20
12,34,6,0,20
12,34,7,0,20
12,34,8,0,20
12,34,9,0,20
12,34,10,0,20
12,34,11,0,20
12,34,12,0,20
12,35,1,0,20
12,35,2,0,20
12,35,3,0,20
12,35,4,0,20
12,35,5,0,20
12,35,6,0,20
12,35,7,0,20
12,35,8,0,20
12,35,9,0,20
12,35,10,0,20
12,35,11,0,20
12,35,12,0,20
12,36,1,0,20
12,36,2,0,20
12,36,3,0,20
12,36,4,0,20
12,36,5,0,20
12,36,6,0,20
12,36,7,0,20
12,36,8,0,20
12,36,9,0,20
12,36,10,0,20
12,36,11,0,20
12,36,12,0,20
12,37,1,0,20
12,37,2,0,20
12,37,3,0,20
12,37,4,0,20
12,37,5,0,20
12,37,6,0,20
12,37,7,0,20
12,37,8,0,20
12,37,9,0,20
12,37,10,0,20
12,37,11,0,20
12,37,12,0,20
12,38,1,0,20
12,38,2,0,20
12,38,3,0,20
12,38,4,0,20
12,38,5,0,20
12,38,6,0,20
12,38,7,0,20
12,38,8,0,20
12,38,9,0,20
12,38,10,0,20
12,38,11,0,20
12,38,12,0,20
12,39,1,0,20
12,39,2,0,20
12,39,3,0,20
12,39,4,0,20
12,39,5,0,20
12,39,6,0,20
12,39,7,0,20
12,39,8,0,20
12,39,9,0,20
12,39,10,0,20
12,39,11,0,20
12,39,12,0,20
13,4,1,0,150
13,4,2,0,150
13,4,3,0,150
13,4,4,0,150
13,4,5,0,150
13,4,6,0,150
13,4,7,0,150
13,4,8,0,150
13,4,9,0,150
13,4,10,0,150
13,4,11,0,150
13,4,12,0,150
13,5,1,0,150
13,5,2,0,150
13,5,3,0,150
13,5,4,0,150
13,5,5,0,150
13,5,6,0,150
13,5,7,0,150
13,5,8,0,150
13,5,9,0,150
13,5,10,0,150
13,5,11,0,150
13,5,12,0,150
13,6,1,0,150
13,6,2,0,150
13,6,3,0,150
13,6,4,0,150
13,6,5,0,150
13,6,6,0,150
13,6,7,0,150
13,6,8,0,150
13,6,9,0,150
13,6,10,0,150
13,6,11,0,150
13,6,12,0,150
13,7,1,0,150
13,7,2,0,150
13,7,3,0,150
13,7,4,0,150
13,7,5,0,150
13,7,6,0,150
13,7,7,0,150
13,7,8,0,150
13,7,9,0,150
13,7,10,0,150
13,7,11,0,150
13,7,12,0,150
13,8,1,0,150
13,8,2,0,150
13,8,3,0,150
13,8,4,0,150
13,8,5,0,150
13,8,6,0,150
13,8,7,0,150
13,8,8,0,150
13,8,9,0,150
13,8,10,0,150
13,8,11,0,150
13,8,12,0,150
13,9,1,0,150
13,9,2,0,150
13,9,3,0,150
13,9,4,0,150
13,9,5,0,150
13,9,6,0,150
13,9,7,0,150
13,9,8,0,150
13,9,9,0,150
13,9,10,0,150
13,9,11,0,150
13,9,12,0,150
13,16,1,0,170
13,16,2,0,170
13,16,3,0,170
13,16,4,0,170
13,16,5,0,170
13,16,6,0,170
13,16,7,0,170
13,16,8,0,170
13,16,9,0,170
13,16,10,0,170
13,16,11,0,170
13,16,12,0,170
13,17,1,0,170
13,17,2,0,170
13,17,3,0,170
13,17,4,0,170
13,17,5,0,170
13,17,6,0,170
13,17,7,0,170
13,17,8,0,170
13,17,9,0,170
13,17,10,0,170
13,17,11,0,170
13,17,12,0,170
13,22,1,0,20
13,22,2,0,20
13,22,3,0,20
13,22,4,0,20
13,22,5,0,20
13,22,6,0,20
13,22,7,0,20
13,22,8,0,20
13,22,9,0,20
13,22,10,0,20
13,22,11,0,20
13,22,12,0,20
13,23,1,0,20
13,23,2,0,20
13,23,3,0,20
13,23,4,0,20
13,23,5,0,20
13,23,6,0,20
13,23,7,0,20
13,23,8,0,20
13,23,9,0,20
13,23,10,0,20
13,23,11,0,20
13,23,12,0,20
13,24,1,0,20
13,24,2,0,20
13,24,3,0,20
13,24,4,0,20
13,24,5,0,20
13,24,6,0,20
13,24,7,0,20
13,24,8,0,20
13,24,9,0,20
13,24,10,0,20
13,24,11,0,20
13,24,12,0,20
13,25,1,0,20
13,25,2,0,20
13,25,3,0,20
13,25,4,0,20
13,25,5,0,20
13,25,6,0,20
13,25,7,0,20
13,25,8,0,20
13,25,9,0,20
13,25,10,0,20
13,25,11,0,20
13,25,12,0,20
13,26,1,0,20
13,26,2,0,20
13,26,3,0,20
13,26,4,0,20
13,26,5,0,20
13,26,6,0,20
13,26,7,0,20
13,26,8,0,20
13,26,9,0,20
13,26,10,0,20
13,26,11,0,20
13,26,12,0,20
13,27,1,0,20
13,27,2,0,20
13,27,3,0,20
13,27,4,0,20
13,27,5,0,20
13,27,6,0,20
13,27,7,0,20
13,27,8,0,20
13,27,9,0,20
13,27,10,0,20
13,27,11,0,20
13,27,12,0,20
13,28,1,0,20
13,28,2,0,20
13,28,3,0,20
13,28,4,0,20
13,28,5,0,20
13,28,6,0,20
13,28,7,0,20
13,28,8,0,20
13,28,9,0,20
13,28,10,0,20
13,28,11,0,20
13,28,12,0,20
13,29,1,0,20
13,29,2,0,20
13,29,3,0,20
13,29,4,0,20
13,29,5,0,20
13,29,6,0,20
13,29,7,0,20
13,29,8,0,20
13,29,9,0,20
13,29,10,0,20
13,29,11,0,20
13,29,12,0,20
13,30,1,0,20
13,30,2,0,20
13,30,3,0,20
13,30,4,0,20
13,30,5,0,20
13,30,6,0,20
13,30,7,0,20
13,30,8,0,20
13,30,9,0,20
13,30,10,0,20
13,30,11,0,20
13,30,12,0,20
13,31,1,0,20
13,31,2,0,20
13,31,3,0,20
13,31,4,0,20
13,31,5,0,20
13,31,6,0,20
13,31,7,0,20
13,31,8,0,20
13,31,9,0,20
13,31,10,0,20
13,31,11,0,20
13,31,12,0,20
13,32,1,0,20
13,32,2,0,20
13,32,3,0,20
13,32,4,0,20
13,32,5,0,20
13,32,6,0,20
13,32,7,0,20
13,32,8,0,20
13,32,9,0,20
13,32,10,0,20
13,32,11,0,20
13,32,12,0,20
13,33,1,0,20
13,33,2,0,20
13,33,3,0,20
13,33,4,0,20
13,33,5,0,20
13,33,6,0,20
13,33,7,0,20
13,33,8,0,20
13,33,9,0,20
13,33,10,0,20
13,33,11,0,20
13,33,12,0,20
13,34,1,0,20
13,34,2,0,20
13,34,3,0,20
13,34,4,0,20
13,34,5,0,20
13,34,6,0,20
13,34,7,0,20
13,34,8,0,20
13,34,9,0,20
13,34,10,0,20
13,34,11,0,20
13,34,12,0,20
13,35,1,0,20
13,35,2,0,20
13,35,3,0,20
13,35,4,0,20
13,35,5,0,20
13,35,6,0,20
13,35,7,0,20
13,35,8,0,20
13,35,9,0,20
13,35,10,0,20
13,35,11,0,20
13,35,12,0,20
13,36,1,0,20
13,36,2,0,20
13,36,3,0,20
13,36,4,0,20
13,36,5,0,20
13,36,6,0,20
13,36,7,0,20
13,36,8,0,20
13,36,9,0,20
13,36,10,0,20
13,36,11,0,20
13,36,12,0,20
13,37,1,0,20
13,37,2,0,20
13,37,3,0,20
13,37,4,0,20
13,37,5,0,20
13,37,6,0,20
13,37,7,0,20
13,37,8,0,20
13,37,9,0,20
13,37,10,0,20
13,37,11,0,20
13,37,12,0,20
13,38,1,0,20
13,38,2,0,20
13,38,3,0,20
13,38,4,0,20
13,38,5,0,20
13,38,6,0,20
13,38,7,0,20
13,38,8,0,20
13,38,9,0,20
13,38,10,0,20
13,38,11,0,20
13,38,12,0,20
13,39,1,0,20
13,39,2,0,20
13,39,3,0,20
13,39,4,0,20
13,39,5,0,20
13,39,6,0,20
13,39,7,0,20
13,39,8,0,20
13,39,9,0,20
13,39,10,0,20
13,39,11,0,20
13,39,12,0,20
