agent,jour,poste,value
11,34,4,0
11,34,5,0
11,34,6,0
11,35,1,0
11,35,2,1
11,35,3,0
11,35,4,0
11,35,5,0
11,35,6,0
11,36,1,1
11,36,2,0
11,36,3,0
11,36,4,0
11,36,5,0
11,36,6,0
11,37,1,0
11,37,2,0
11,37,3,0
11,37,4,0
11,37,5,0
11,37,6,1
11,38,1,0
11,38,2,0
11,38,3,0
11,38,4,0
11,38,5,0
11,38,6,1
11,39,1,0
11,39,2,0
11,39,3,0
11,39,4,0
11,39,5,0
11,39,6,1
11,40,1,0
11,40,2,0
11,40,3,0
11,40,4,0
11,40,5,1
11,40,6,0
11,41,1,0
11,41,2,0
11,41,3,0
11,41,4,0
11,41,5,1
11,41,6,0
11,42,1,1
11,42,2,0
11,42,3,0
11,42,4,0
11,42,5,0
11,42,6,0
11,43,1,0
11,43,2,0
11,43,3,0
11,43,4,0
11,43,5,0
11,43,6,1
11,44,1,0
11,44,2,0
11,44,3,0
11,44,4,0
11,44,5,0
11,44,6,1
11,45,1,0
11,45,2,0
11,45,3,0
11,45,4,0
11,45,5,0
11,45,6,1
11,46,1,1
11,46,2,0
11,46,3,0
11,46,4,0
11,46,5,0
11,46,6,0
11,47,1,0
11,47,2,0
11,47,3,0
11,47,4,1
11,47,5,0
11,47,6,0
11,48,1,0
11,48,2,0
11,48,3,0
11,48,4,1
11,48,5,0
11,48,6,0
11,49,1,0
11,49,2,0
11,49,3,0
11,49,4,1
11,49,5,0
11,49,6,0
11,50,1,0
11,50,2,0
11,50,3,0
11,50,4,0
11,50,5,0
11,50,6,1
11,51,1,0
11,51,2,0
11,51,3,0
11,51,4,0
11,51,5,0
11,51,6,1
11,52,1,0
11,52,2,0
11,52,3,0
11,52,4,0
11,52,5,0
11,52,6,1
11,53,1,0
11,53,2,0
11,53,3,0
11,53,4,0
11,53,5,0
11,53,6,1
11,54,1,0
11,54,2,0
11,54,3,0
11,54,4,0
11,54,5,0
11,54,6,1
11,55,1,0
11,55,2,0
11,55,3,0
11,55,4,0
11,55,5,0
11,55,6,1
11,56,1,1
11,56,2,0
11,56,3,0
11,56,4,0
11,56,5,0
11,56,6,0
11,57,1,0
11,57,2,1
11,57,3,0
11,57,4,0
11,57,5,0
11,57,6,0
11,58,1,0
11,58,2,1
11,58,3,0
11,58,4,0
11,58,5,0
11,58,6,0
11,59,1,0
11,59,2,1
11,59,3,0
11,59,4,0
11,59,5,0
11,59,6,0
11,60,1,0
11,60,2,1
11,60,3,0
11,60,4,0
11,60,5,0
11,60,6,0
11,61,1,0
11,61,2,0
11,61,3,0
11,61,4,0
11,61,5,0
11,61,6,1
11,62,1,0
11,62,2,1
11,62,3,0
11,62,4,0
11,62,5,0
11,62,6,0
11,63,1,0
11,63,2,1
11,63,3,0
11,63,4,0
11,63,5,0
11,63,6,0
11,64,1,0
11,64,2,0
11,64,3,0
11,64,4,0
11,64,5,0
11,64,6,1
11,65,1,0
11,65,2,0
11,65,3,0
11,65,4,0
11,65,5,0
11,65,6,1
11,66,1,0
11,66,2,0
11,66,3,0
11,66,4,0
11,66,5,0
11,66,6,1
11,67,1,0
11,67,2,0
11,67,3,0
11,67,4,0
11,67,5,1
11,67,6,0
11,68,1,0
11,68,2,0
11,68,3,0
11,68,4,0
11,68,5,1
11,68,6,0
11,69,1,0
11,69,2,0
11,69,3,0
11,69,4,0
11,69,5,1
11,69,6,0
11,70,1,1
11,70,2,0
11,70,3,0
11,70,4,0
11,70,5,0
11,70,6,0
11,71,1,1
11,71,2,0
11,71,3,0
11,71,4,0
11,71,5,0
11,71,6,0
11,72,1,0
11,72,2,0
11,72,3,0
11,72,4,0
11,72,5,0
11,72,6,1
11,73,1,0
11,73,2,0
11,73,3,0
11,73,4,0
11,73,5,0
11,73,6,1
11,74,1,0
11,74,2,0
11,74,3,0
11,74,4,0
11,74,5,0
11,74,6,1
11,75,1,0
11,75,2,0
11,75,3,0
11,75,4,0
11,75,5,0
11,75,6,1
11,76,1,0
11,76,2,0
11,76,3,0
11,76,4,0
11,76,5,0
11,76,6,1
11,77,1,1
11,77,2,0
11,77,3,0
11,77,4,0
11,77,5,0
11,77,6,0
11,78,1,1
11,78,2,0
11,78,3,0
11,78,4,0
11,78,5,0
11,78,6,0
11,79,1,0
11,79,2,1
11,79,3,0
11,79,4,0
11,79,5,0
11,79,6,0
11,80,1,0
11,80,2,0
11,80,3,0
11,80,4,0
11,80,5,1
11,80,6,0
11,81,1,0
11,81,2,0
11,81,3,0
11,81,4,0
11,81,5,1
11,81,6,0
11,82,1,0
11,82,2,0
11,82,3,0
11,82,4,0
11,82,5,0
11,82,6,1
11,83,1,0
11,83,2,0
11,83,3,0
11,83,4,0
11,83,5,0
11,83,6,1
11,84,1,1
11,84,2,0
11,84,3,0
11,84,4,0
11,84,5,0
11,84,6,0
12,1,1,0
12,1,2,0
12,1,3,0
12,1,4,0
12,1,5,0
12,1,6,1
12,2,1,0
12,2,2,0
12,2,3,0
12,2,4,0
12,2,5,0
12,2,6,1
12,3,1,0
12,3,2,0
12,3,3,0
12,3,4,0
12,3,5,0
12,3,6,1
12,4,1,0
12,4,2,0
12,4,3,0
12,4,4,0
12,4,5,0
12,4,6,1
12,5,1,0
12,5,2,0
12,5,3,0
12,5,4,0
12,5,5,0
12,5,6,1
12,6,1,0
12,6,2,0
12,6,3,0
12,6,4,0
12,6,5,0
12,6,6,1
12,7,1,1
12,7,2,0
12,7,3,0
12,7,4,0
12,7,5,0
12,7,6,0
12,8,1,0
12,8,2,0
12,8,3,0
12,8,4,0
12,8,5,0
12,8,6,1
12,9,1,0
12,9,2,0
12,9,3,0
12,9,4,0
12,9,5,1
12,9,6,0
12,10,1,0
12,10,2,0
12,10,3,0
12,10,4,0
12,10,5,1
12,10,6,0
12,11,1,0
12,11,2,0
12,11,3,0
12,11,4,0
12,11,5,0
12,11,6,1
12,12,1,0
12,12,2,0
12,12,3,0
12,12,4,0
12,12,5,0
12,12,6,1
12,13,1,1
12,13,2,0
12,13,3,0
12,13,4,0
12,13,5,0
12,13,6,0
12,14,1,0
12,14,2,0
12,14,3,0
12,14,4,0
12,14,5,1
12,14,6,0
12,15,1,1
12,15,2,0
12,15,3,0
12,15,4,0
12,15,5,0
12,15,6,0
12,16,1,0
12,16,2,0
12,16,3,0
12,16,4,0
12,16,5,0
12,16,6,1
12,17,1,0
12,17,2,0
12,17,3,1
12,17,4,0
12,17,5,0
12,17,6,0
12,18,1,0
12,18,2,0
12,18,3,1
12,18,4,0
12,18,5,0
12,18,6,0
12,19,1,1
12,19,2,0
12,19,3,0
12,19,4,0
12,19,5,0
12,19,6,0
12,20,1,0
12,20,2,0
12,20,3,0
12,20,4,0
12,20,5,0
12,20,6,1
12,21,1,0
12,21,2,0
12,21,3,0
12,21,4,0
12,21,5,1
12,21,6,0
12,22,1,1
12,22,2,0
12,22,3,0
12,22,4,0
12,22,5,0
12,22,6,0
12,23,1,0
12,23,2,0
12,23,3,0
12,23,4,0
12,23,5,0
12,23,6,1
12,24,1,0
12,24,2,0
12,24,3,0
12,24,4,0
12,24,5,0
12,24,6,1
12,25,1,0
12,25,2,0
12,25,3,0
12,25,4,0
12,25,5,0
12,25,6,1
12,26,1,0
12,26,2,0
12,26,3,0
12,26,4,0
12,26,5,0
12,26,6,1
12,27,1,0
12,27,2,0
12,27,3,0
12,27,4,0
12,27,5,0
12,27,6,1
12,28,1,1
12,28,2,0
12,28,3,0
12,28,4,0
12,28,5,0
12,28,6,0
12,29,1,0
12,29,2,1
12,29,3,0
12,29,4,0
12,29,5,0
12,29,6,0
12,30,1,0
12,30,2,1
12,30,3,0
12,30,4,0
12,30,5,0
12,30,6,0
12,31,1,0
12,31,2,1
12,31,3,0
12,31,4,0
12,31,5,0
12,31,6,0
12,32,1,0
12,32,2,1
12,32,3,0
12,32,4,0
12,32,5,0
12,32,6,0
12,33,1,0
12,33,2,0
12,33,3,0
12,33,4,0
12,33,5,0
12,33,6,1
12,34,1,0
12,34,2,1
12,34,3,0
12,34,4,0
12,34,5,0
12,34,6,0
12,35,1,0
12,35,2,1
12,35,3,0
12,35,4,0
12,35,5,0
12,35,6,0
12,36,1,0
12,36,2,1
12,36,3,0
12,36,4,0
12,36,5,0
12,36,6,0
12,37,1,0
12,37,2,1
12,37,3,0
12,37,4,0
12,37,5,0
12,37,6,0
12,38,1,0
12,38,2,0
12,38,3,0
12,38,4,0
12,38,5,0
12,38,6,1
12,39,1,0
12,39,2,0
12,39,3,0
12,39,4,0
12,39,5,0
12,39,6,1
12,40,1,0
12,40,2,0
12,40,3,0
12,40,4,0
12,40,5,0
12,40,6,1
12,41,1,1
12,41,2,0
12,41,3,0
12,41,4,0
12,41,5,0
12,41,6,0
12,42,1,1
12,42,2,0
12,42,3,0
12,42,4,0
12,42,5,0
12,42,6,0
12,43,1,0
12,43,2,0
12,43,3,1
12,43,4,0
12,43,5,0
12,43,6,0
12,44,1,0
12,44,2,0
12,44,3,1
12,44,4,0
12,44,5,0
12,44,6,0
12,45,1,0
12,45,2,0
12,45,3,0
12,45,4,0
12,45,5,0
12,45,6,1
12,46,1,0
12,46,2,1
12,46,3,0
12,46,4,0
12,46,5,0
12,46,6,0
12,47,1,0
12,47,2,1
12,47,3,0
12,47,4,0
12,47,5,0
12,47,6,0
12,48,1,0
12,48,2,0
12,48,3,0
12,48,4,0
12,48,5,0
12,48,6,1
12,49,1,1
12,49,2,0
12,49,3,0
12,49,4,0
12,49,5,0
12,49,6,0
12,50,1,0
12,50,2,1
12,50,3,0
12,50,4,0
12,50,5,0
12,50,6,0
12,51,1,0
12,51,2,1
12,51,3,0
12,51,4,0
12,51,5,0
12,51,6,0
12,52,1,0
12,52,2,0
12,52,3,0
12,52,4,0
12,52,5,0
12,52,6,1
12,53,1,0
12,53,2,0
12,53,3,0
12,53,4,0
12,53,5,0
12,53,6,1
12,54,1,0
12,54,2,0
12,54,3,0
12,54,4,1
12,54,5,0
12,54,6,0
12,55,1,0
12,55,2,0
12,55,3,0
12,55,4,1
12,55,5,0
12,55,6,0
12,56,1,0
12,56,2,0
12,56,3,0
12,56,4,1
12,56,5,0
12,56,6,0
12,57,1,1
12,57,2,0
12,57,3,0
12,57,4,0
12,57,5,0
12,57,6,0
12,58,1,0
12,58,2,0
12,58,3,0
12,58,4,0
12,58,5,0
12,58,6,1
12,59,1,0
12,59,2,0
12,59,3,0
12,59,4,0
12,59,5,0
12,59,6,1
12,60,1,0
12,60,2,0
12,60,3,0
12,60,4,0
12,60,5,0
12,60,6,1
12,61,1,0
12,61,2,1
12,61,3,0
12,61,4,0
12,61,5,0
12,61,6,0
12,62,1,0
12,62,2,0
12,62,3,0
12,62,4,0
12,62,5,0
12,62,6,1
12,63,1,0
12,63,2,0
12,63,3,0
12,63,4,0
12,63,5,1
12,63,6,0
12,64,1,1
12,64,2,0
12,64,3,0
12,64,4,0
12,64,5,0
12,64,6,0
12,65,1,0
12,65,2,0
12,65,3,0
12,65,4,0
12,65,5,0
12,65,6,1
12,66,1,0
12,66,2,0
12,66,3,0
12,66,4,0
12,66,5,0
12,66,6,1
12,67,1,0
12,67,2,0
12,67,3,0
12,67,4,0
12,67,5,0
12,67,6,1
12,68,1,0
12,68,2,0
12,68,3,0
12,68,4,0
12,68,5,0
12,68,6,1
12,69,1,0
12,69,2,0
12,69,3,0
12,69,4,0
12,69,5,0
12,69,6,1
12,70,1,0
12,70,2,0
12,70,3,0
12,70,4,0
12,70,5,1
12,70,6,0
12,71,1,0
12,71,2,0
12,71,3,0
12,71,4,0
12,71,5,1
12,71,6,0
12,72,1,0
12,72,2,0
12,72,3,0
12,72,4,0
12,72,5,1
12,72,6,0
12,73,1,1
12,73,2,0
12,73,3,0
12,73,4,0
12,73,5,0
12,73,6,0
12,74,1,0
12,74,2,1
12,74,3,0
12,74,4,0
12,74,5,0
12,74,6,0
12,75,1,0
12,75,2,0
12,75,3,0
12,75,4,0
12,75,5,0
12,75,6,1
12,76,1,0
12,76,2,0
12,76,3,0
12,76,4,0
12,76,5,0
12,76,6,1
12,77,1,0
12,77,2,0
12,77,3,0
12,77,4,0
12,77,5,0
12,77,6,1
12,78,1,0
12,78,2,0
12,78,3,1
12,78,4,0
12,78,5,0
12,78,6,0
12,79,1,0
12,79,2,0
12,79,3,0
12,79,4,0
12,79,5,1
12,79,6,0
12,80,1,0
12,80,2,0
12,80,3,0
12,80,4,0
12,80,5,1
12,80,6,0
12,81,1,0
12,81,2,0
12,81,3,0
12,81,4,0
12,81,5,0
12,81,6,1
12,82,1,0
12,82,2,0
12,82,3,0
12,82,4,1
12,82,5,0
12,82,6,0
12,83,1,0
12,83,2,0
12,83,3,0
12,83,4,0
12,83,5,0
12,83,6,1
12,84,1,0
12,84,2,0
12,84,3,0
12,84,4,0
12,84,5,0
12,84,6,1
13,1,1,0
13,1,2,1
13,1,3,0
13,1,4,0
13,1,5,0
13,1,6,0
13,2,1,0
13,2,2,0
13,2,3,0
13,2,4,0
13,2,5,0
13,2,6,1
13,3,1,0
13,3,2,0
13,3,3,0
13,3,4,0
13,3,5,0
13,3,6,1
13,4,1,0
13,4,2,0
13,4,3,0
13,4,4,0
13,4,5,0
13,4,6,1
13,5,1,0
13,5,2,0
13,5,3,0
13,5,4,0
13,5,5,1
13,5,6,0
13,6,1,0
13,6,2,0
13,6,3,0
13,6,4,0
13,6,5,1
13,6,6,0
13,7,1,1
13,7,2,0
13,7,3,0
13,7,4,0
13,7,5,0
13,7,6,0
13,8,1,0
13,8,2,0
13,8,3,0
13,8,4,0
13,8,5,0
13,8,6,1
13,9,1,0
13,9,2,0
13,9,3,0
13,9,4,0
13,9,5,0
13,9,6,1
13,10,1,0
13,10,2,0
13,10,3,0
13,10,4,0
13,10,5,0
13,10,6,1
13,11,1,0
13,11,2,0
13,11,3,0
13,11,4,0
13,11,5,0
13,11,6,1
13,12,1,0
13,12,2,0
13,12,3,0
13,12,4,0
13,12,5,0
13,12,6,1
13,13,1,1
13,13,2,0
13,13,3,0
13,13,4,0
13,13,5,0
13,13,6,0
13,14,1,1
13,14,2,0
13,14,3,0
13,14,4,0
13,14,5,0
13,14,6,0
13,15,1,0
13,15,2,0
13,15,3,0
13,15,4,0
13,15,5,0
13,15,6,1
13,16,1,0
13,16,2,0
13,16,3,0
13,16,4,0
13,16,5,0
13,16,6,1
13,17,1,0
13,17,2,0
13,17,3,0
13,17,4,0
13,17,5,0
13,17,6,1
13,18,1,0
13,18,2,0
13,18,3,0
13,18,4,0
13,18,5,0
13,18,6,1
13,19,1,0
13,19,2,0
13,19,3,0
13,19,4,0
13,19,5,0
13,19,6,1
13,20,1,0
13,20,2,1
13,20,3,0
13,20,4,0
13,20,5,0
13,20,6,0
13,21,1,0
13,21,2,1
13,21,3,0
13,21,4,0
13,21,5,0
13,21,6,0
13,22,1,0
13,22,2,1
13,22,3,0
13,22,4,0
13,22,5,0
13,22,6,0
13,23,1,0
13,23,2,0
13,23,3,0
13,23,4,0
13,23,5,0
13,23,6,1
13,24,1,0
13,24,2,0
13,24,3,0
13,24,4,0
13,24,5,0
13,24,6,1
13,25,1,0
13,25,2,0
13,25,3,0
13,25,4,0
13,25,5,0
13,25,6,1
13,26,1,0
13,26,2,0
13,26,3,0
13,26,4,0
13,26,5,1
13,26,6,0
13,27,1,0
13,27,2,0
13,27,3,0
13,27,4,0
13,27,5,1
13,27,6,0
13,28,1,1
13,28,2,0
13,28,3,0
13,28,4,0
13,28,5,0
13,28,6,0
13,29,1,0
13,29,2,0
13,29,3,0
13,29,4,0
13,29,5,0
13,29,6,1
13,30,1,0
13,30,2,0
13,30,3,0
13,30,4,0
13,30,5,0
13,30,6,1
13,31,1,0
13,31,2,0
13,31,3,0
13,31,4,0
13,31,5,0
13,31,6,1
13,32,1,0
13,32,2,0
13,32,3,0
13,32,4,0
13,32,5,0
13,32,6,1
13,33,1,0
13,33,2,0
13,33,3,0
13,33,4,1
13,33,5,0
13,33,6,0
13,34,1,0
13,34,2,0
13,34,3,0
13,34,4,1
13,34,5,0
13,34,6,0
13,35,1,1
13,35,2,0
13,35,3,0
13,35,4,0
13,35,5,0
13,35,6,0
13,36,1,0
13,36,2,0
13,36,3,0
13,36,4,0
13,36,5,0
13,36,6,1
13,37,1,0
13,37,2,0
13,37,3,0
13,37,4,0
13,37,5,0
13,37,6,1
13,38,1,0
13,38,2,0
13,38,3,0
13,38,4,0
13,38,5,0
13,38,6,1
13,39,1,0
13,39,2,0
13,39,3,0
13,39,4,0
13,39,5,0
13,39,6,1
13,40,1,0
13,40,2,0
13,40,3,0
13,40,4,0
13,40,5,0
13,40,6,1
13,41,1,0
13,41,2,0
13,41,3,0
13,41,4,0
13,41,5,1
13,41,6,0
13,42,1,0
13,42,2,0
13,42,3,0
13,42,4,0
13,42,5,1
13,42,6,0
13,43,1,1
13,43,2,0
13,43,3,0
13,43,4,0
13,43,5,0
13,43,6,0
13,44,1,0
13,44,2,0
13,44,3,0
13,44,4,0
13,44,5,0
13,44,6,1
13,45,1,0
13,45,2,0
13,45,3,0
13,45,4,0
13,45,5,0
13,45,6,1
13,46,1,0
13,46,2,0
13,46,3,0
13,46,4,0
13,46,5,0
13,46,6,1
13,47,1,0
13,47,2,0
13,47,3,0
13,47,4,0
13,47,5,0
13,47,6,1
13,48,1,0
13,48,2,0
13,48,3,0
13,48,4,0
13,48,5,0
13,48,6,1
13,49,1,1
13,49,2,0
13,49,3,0
13,49,4,0
13,49,5,0
13,49,6,0
13,50,1,0
13,50,2,0
13,50,3,1
13,50,4,0
13,50,5,0
13,50,6,0
13,51,1,0
13,51,2,0
13,51,3,1
13,51,4,0
13,51,5,0
13,51,6,0
13,52,1,0
13,52,2,0
13,52,3,1
13,52,4,0
13,52,5,0
13,52,6,0
13,53,1,0
13,53,2,0
13,53,3,0
13,53,4,0
13,53,5,0
13,53,6,1
13,54,1,0
13,54,2,1
13,54,3,0
13,54,4,0
13,54,5,0
13,54,6,0
13,55,1,0
13,55,2,1
13,55,3,0
13,55,4,0
13,55,5,0
13,55,6,0
13,56,1,1
13,56,2,0
13,56,3,0
13,56,4,0
13,56,5,0
13,56,6,0
13,57,1,0
13,57,2,0
13,57,3,0
13,57,4,0
13,57,5,0
13,57,6,1
13,58,1,0
13,58,2,0
13,58,3,0
13,58,4,0
13,58,5,0
13,58,6,1
13,59,1,0
13,59,2,0
13,59,3,0
13,59,4,0
13,59,5,0
13,59,6,1
13,60,1,0
13,60,2,0
13,60,3,0
13,60,4,0
13,60,5,1
13,60,6,0
13,61,1,0
13,61,2,0
13,61,3,0
13,61,4,0
13,61,5,1
13,61,6,0
13,62,1,0
13,62,2,0
13,62,3,0
13,62,4,0
13,62,5,1
13,62,6,0
13,63,1,1
13,63,2,0
13,63,3,0
13,63,4,0
13,63,5,0
13,63,6,0
13,64,1,0
13,64,2,0
13,64,3,0
13,64,4,0
13,64,5,0
13,64,6,1
13,65,1,0
13,65,2,0
13,65,3,0
13,65,4,0
13,65,5,0
13,65,6,1
13,66,1,0
13,66,2,0
13,66,3,0
13,66,4,0
13,66,5,0
13,66,6,1
13,67,1,0
13,67,2,0
13,67,3,0
13,67,4,0
13,67,5,0
13,67,6,1
13,68,1,0
13,68,2,0
13,68,3,0
13,68,4,0
13,68,5,0
13,68,6,1
13,69,1,0
13,69,2,0
13,69,3,0
13,69,4,0
13,69,5,0
13,69,6,1
13,70,1,1
13,70,2,0
13,70,3,0
13,70,4,0
13,70,5,0
13,70,6,0
13,71,1,1
13,71,2,0
13,71,3,0
13,71,4,0
13,71,5,0
13,71,6,0
13,72,1,0
13,72,2,0
13,72,3,0
13,72,4,0
13,72,5,0
13,72,6,1
13,73,1,0
13,73,2,0
13,73,3,0
13,73,4,0
13,73,5,0
13,73,6,1
13,74,1,0
13,74,2,0
13,74,3,0
13,74,4,0
13,74,5,0
13,74,6,1
13,75,1,0
13,75,2,0
13,75,3,0
13,75,4,0
13,75,5,1
13,75,6,0
13,76,1,0
13,76,2,0
13,76,3,0
13,76,4,0
13,76,5,1
13,76,6,0
13,77,1,0
13,77,2,0
13,77,3,0
13,77,4,0
13,77,5,1
13,77,6,0
13,78,1,0
13,78,2,0
13,78,3,0
13,78,4,0
13,78,5,1
13,78,6,0
13,79,1,0
13,79,2,0
13,79,3,0
13,79,4,0
13,79,5,0
13,79,6,1
13,80,1,0
13,80,2,0
13,80,3,0
13,80,4,0
13,80,5,0
13,80,6,1
13,81,1,0
13,81,2,0
13,81,3,0
13,81,4,0
13,81,5,0
13,81,6,1
13,82,1,0
13,82,2,0
13,82,3,0
13,82,4,0
13,82,5,0
13,82,6,1
13,83,1,0
13,83,2,0
13,83,3,0
13,83,4,0
13,83,5,0
13,83,6,1
13,84,1,1
13,84,2,0
13,84,3,0
13,84,4,0
13,84,5,0
13,84,6,0
